id,sentence,aux_head,aux,level,sub,sup,inf
39017,"Riik võiks vastu võtta sellise seaduse, et pannakse inimesi tänavaid valvama.",võtma,võima,kl8,Riik võiks vastu võtta seaduse pannakse .,0,1
39018,"See, kes viskab prügi maha ega pane prügikasti, peaks trahvi maksma.",maksma,pidama,kl8,See peaks trahvi maksma .,1,0
39019,"Prügikastide juurde võiks teha mingi kasti, võiks sisse panna need asjad, mis on väikeseks jäänud, või need, mida inimene ei kanna.",tegema,võima,kl8,Prügikastide võiks teha kasti panna .,0,1
39019,"Prügikastide juurde võiks teha mingi kasti, võiks sisse panna need asjad, mis on väikeseks jäänud, või need, mida inimene ei kanna.",panema,võima,kl8,", võiks sisse panna asjad",0,1
39020,"Samuti võiks hulkuvatele koertele-kassidele panna kausi, kuhu paneksime toidujäätmeid.",panema,võima,kl8,Samuti võiks koertele-kassidele panna kausi .,0,1
39035,Mahavisatud prahist (millest?) ei saa mööda minna.,minema,saama,kl8,prahist ei saa mööda minna .,0,1
39065,Keilalased peavad prügi äraviimise eest maksma.,maksma,pidama,kl8,Keilalased peavad äraviimise maksma .,1,0
39067,Lahendus: kooli korrapidaja peab kõigilt õpilastelt nõudma jalatsite vahetamist.,nõudma,pidama,kl8,: korrapidaja peab õpilastelt nõudma vahetamist,1,0
39093,Ilmselt peab hakkama otsima näitlejaid.,hakkama,pidama,kl8,Ilmselt peab hakkama otsima .,1,0
39094,Kindlasti saab ka arvuti abil filme vaadata.,vaatama,saama,kl8,Kindlasti saab ka arvuti filme vaadata .,0,1
39191,"Valge toonekure partner peab pärast eemalolekut ennast tutvustama, et vältida ebasõbralikku vastuvõttu.",tutvustama,pidama,kl8,partner peab eemalolekut ennast tutvustama vältida .,1,0
39199,Kas ma pean jälle prügiämbri välja viima!,viima,pidama,kl8,Kas ma pean jälle prügiämbri välja viima !,1,0
39220,Kätlemisel peab teineteisele silma vaatama.,vaatama,pidama,kl8,Kätlemisel peab teineteisele silma vaatama .,1,0
39229,"Ei tohi unustada, et tervitamine on kõige esimene kontakt ja esmamulje loomisel väga oluline!",unustama,tohtima,kl8,Ei tohi unustada oluline !,0,1
39231,"Kas poistele meeldib või mitte, ikkagi peaksid nad tervitama tüdrukut esimesena.",tervitama,pidama,kl8,"meeldib , ikkagi peaksid nad tervitama tüdrukut esimesena .",1,0
39235,"Näiteks koolis tervitab õpetaja klassis olevaid õpilasi esimesena, koju tulev naine tervitab kodus olevat meest ja lapsi esimesena, kuigi mees peaks tervitama naist esimesena.",tervitama,pidama,kl8,", kuigi mees peaks tervitama naist esimesena",1,0
39244,"Ja usu, et head käitumist peegelpildis saad näha ainult siis, kui annad ise eeskuju ning käitud viisakalt.",nägema,saama,kl8,", et käitumist saad näha siis annad",0,1
39249,Miks peab tervitamisel silma vaatama?,vaatama,pidama,kl8,Miks peab tervitamisel silma vaatama ?,1,0
39262,"Pead mõtlema, kas sobid selle riietusega just sellele kohtumisele.",mõtlema,pidama,kl8,Pead mõtlema sobid .,1,0
39268,Me saame teid õppimisel aidata.,aitama,saama,kl8,Me saame teid õppimisel aidata .,0,1
39269,"Siit ei saa läbi minna, sest asfalteeritakse teed.",minema,saama,kl8,Siit ei saa läbi minna asfalteeritakse .,0,1
39270,Kas ma saan sind aidata?,aitama,saama,kl8,Kas ma saan sind aidata ?,0,1
39271,Siia ei või istuda!,istuma,võima,kl8,Siia ei või istuda !,0,1
39272,Siin ei tohi suitsetada!,suitsetama,tohtima,kl8,Siin ei tohi suitsetada !,0,1
39273,Siin võib ujuda.,ujuma,võima,kl8,Siin võib ujuda .,0,1
39274,Siin tohib parkida.,parkima,tohtima,kl8,Siin tohib parkida .,0,1
39275,Kas ma võin sind koju saata?,saatma,võima,kl8,Kas ma võin sind koju saata ?,0,1
39277,Kahjuks ma ei saa tulla.,tulema,saama,kl8,Kahjuks ma ei saa tulla .,0,1
39279,Kas sa võiksid mulle seda reeglit selgitada?,selgitama,võima,kl8,Kas sa võiksid mulle reeglit selgitada ?,0,1
39283,Noormees võib tütarlapsele alati lilli kinkida.,kinkima,võima,kl8,Noormees võib tütarlapsele alati lilli kinkida .,0,1
39291,Tervitamisel ja kätlemisel ei tohi inimesest mööda vaadata.,vaatama,tohtima,kl8,Tervitamisel ei tohi inimesest mööda vaadata .,0,1
39292,"Kabineti ukse võib jätta lahti, kui ta juba lahti oli.",jätma,võima,kl8,ukse võib jätta lahti lahti .,0,1
39294,"Noored neiud peaksid meeles pidama, et endast vanemate isikute juuresolekul ei sobi neil jalga üle teise tõsta.",pidama,pidama,kl8,neiud peaksid meeles pidama sobi .,1,0
39301,Õpetajat peab alati tervitama.,tervitama,pidama,kl8,Õpetajat peab alati tervitama .,1,0
39319,"Nad ei tohiks last peksta, võiksid teda rohkem mõista ja aidata.",peksma,tohtima,kl8,Nad ei tohiks last peksta mõista aidata .,0,1
39319,"Nad ei tohiks last peksta, võiksid teda rohkem mõista ja aidata.",mõistma,võima,kl8,", võiksid teda rohkem mõista",0,1
39336,"Eesmärk on jõuda selleni, et aastal 2003 ei oleks enam ühtki tänavalast, et oleks piisavalt varjupaiku, kuhu lapsed saaksid elama minna.",minema,saama,kl8,", kuhu lapsed saaksid elama minna",0,1
39390,"Ema peab mulle korduvalt meelde tuletama, et ma tuba koristaksin.",tuletama,pidama,kl8,Ema peab mulle korduvalt meelde tuletama koristaksin .,1,0
39408,Kuidas ma saan teid aidata?,aitama,saama,kl8,Kuidas ma saan teid aidata ?,0,1
39418,Järele võib tulla seitsme päeva pärast.,tulema,võima,kl8,Järele võib tulla päeva .,0,1
39432,Kas te saaksite anda mulle paberit?,andma,saama,kl8,Kas te saaksite anda mulle paberit ?,0,1
39434,"Esialgu tundub mõte langevarjuga mere kohal lendamisest hullumeelne ja ohtlik, kuid tegelikult saab sellega hakkama iga inimene, kes oskab istuda ega karda kõrgust.",hakkama,saama,kl8,", kuid tegelikult saab sellega hakkama inimene",1,0
39440,Keskmise tasemega sõitja saab hakkama umbes 10 m kõrguste ja 20 m pikkuste hüpetega.,hakkama,saama,kl8,sõitja saab hakkama kõrguste .,1,0
39441,"Ei ole olemas teist niisugust spordiala, kus saab teha sama kõrgeid hüppeid ilma mootori abita.",tegema,saama,kl8,", kus saab teha hüppeid abita",0,1
39444,Seda saab harrastada igal aastaajal.,harrastama,saama,kl8,Seda saab harrastada aastaajal .,0,1
39447,Seda saab harrastada kõrgel õhus.,harrastama,saama,kl8,Seda saab harrastada kõrgel õhus .,0,1
39448,Seda spordiala saab harrastada ainult talvel.,harrastama,saama,kl8,spordiala saab harrastada talvel .,0,1
39453,Verdis saab teha igasuguseid trikke alates libistamisest kuni hüpete ja saltodeni.,tegema,saama,kl8,Verdis saab teha trikke libistamisest .,0,1
39462,"Peaks kindlasti end uiskudel hästi tundma, enne kui minna kusagile trikke tegema.",tundma,pidama,kl8,Peaks kindlasti end uiskudel hästi tundma minna .,1,0
39469,Mustus ja liiv võivad sattuda laagritesse ja rikuvad sinu rulluisud.,sattuma,võima,kl8,Mustus võivad sattuda laagritesse rikuvad .,0,1
39471,Soovitus väga lihtne: mine sealt läbi käies ja edasi saad juba jälle normaalselt sõita.,sõitma,saama,kl8,ja edasi saad juba jälle normaalselt sõita,0,1
39476,Kus saab seda spordiala harrastada?,harrastama,saama,kl8,Kus saab spordiala harrastada ?,0,1
39478,"Mida peab tegema, et vältida õnnetusi?",tegema,pidama,kl8,Mida peab tegema vältida ?,1,0
39479,Millal saab selle alaga tegeleda?,tegelema,saama,kl8,Millal saab alaga tegeleda ?,0,1
39484,Kus tohib sõita?,sõitma,tohtima,kl8,Kus tohib sõita ?,0,1
39485,Kus ei tohi sõita?,sõitma,tohtima,kl8,Kus ei tohi sõita ?,0,1
39489,Millal saab selle alaga tegelda?,tegelema,saama,kl8,Millal saab alaga tegelda ?,0,1
39491,Kus saab ala harrastada?,harrastama,saama,kl8,Kus saab ala harrastada ?,0,1
39492,Kui kaua peab harjutama?,harjutama,pidama,kl8,kaua peab harjutama ?,1,0
39493,Mida peaks harrastaja teadma?,teadma,pidama,kl8,Mida peaks harrastaja teadma ?,1,0
39496,Kus selle alaga saab tegeleda?,tegelema,saama,kl8,Kus alaga saab tegeleda ?,0,1
39497,Kui vanalt võib ala harrastama hakata?,hakkama,võima,kl8,Kui vanalt võib harrastama hakata ?,0,1
39530,"Kus võivad probleemid tekkida, kui dokumenti kaasas pole?",tekkima,võima,kl8,Kus võivad probleemid tekkida kaasas ?,0,1
39538,"Vabandage, kas ma tohin tülitada?",tülitama,tohtima,kl8,", kas ma tohin tülitada",0,1
39539,Kuidas ma saan aidata?,aitama,saama,kl8,Kuidas ma saan aidata ?,0,1
39540,Kas te saaksite juhatada teed muuseumi juurde?,juhatama,saama,kl8,Kas te saaksite juhatada teed muuseumi ?,0,1
39541,Te peate minema üle esimese ristmiku ja pöörama paremale.,minema,pidama,kl8,Te peate minema ristmiku pöörama .,1,0
39586,Kirjandustunniks pidin kirjutama referaadi Shakespeare'ist.,kirjutama,pidama,kl8,Kirjandustunniks pidin kirjutama referaadi .,1,0
39600,Paljudele saartele ja laidudele minekuks peab taotlema luba.,taotlema,pidama,kl8,saartele peab taotlema luba .,1,0
39606,"Saarel sõidab rong, saab ennast sooja veega pesta, saab ööbida motellis, kus antakse ka süüa, või telklaagris.",pesema,saama,kl8,", saab ennast veega pesta",0,1
39606,"Saarel sõidab rong, saab ennast sooja veega pesta, saab ööbida motellis, kus antakse ka süüa, või telklaagris.",ööbima,saama,kl8,", saab ööbida motellis",0,1
39609,"Saarel tohib telgi üles panna ainult ettenähtud laagriplatsil ja sadamast saabujale teatatakse, et telkida võib vaid looduspargi loal.",panema,tohtima,kl8,Saarel tohib telgi üles panna laagriplatsil teatatakse .,0,1
39609,"Saarel tohib telgi üles panna ainult ettenähtud laagriplatsil ja sadamast saabujale teatatakse, et telkida võib vaid looduspargi loal.",telkima,võima,kl8,", et telkida võib loal",0,1
39616,"Siin võib tutvuda saare põlisasukatega, saarel on ka turismitalusid, postkontor, sadamas kalatehas ja saare keskel kauplus.",tutvuma,võima,kl8,Siin võib tutvuda põlisasukatega saarel .,0,1
39619,"Üks huvitavamaid vaatamisväärsusi on maagaasi lätted, mille kohal võib ettevaatlikult toitu või teed keeta.",keetma,võima,kl8,", mille võib ettevaatlikult toitu keeta",0,1
39622,Salmistu rannast võib saart ja seal toimuvat lausa silmaga näha.,toimuv,võima,kl8,rannast võib saart toimuvat näha .,0,0
39624,"Saar asub Koiga väikesaarte kaitsealal, seega iseseisvalt laagriplatsi rajada ei tohi.",rajama,tohtima,kl8,", seega iseseisvalt laagriplatsi rajada ei tohi",0,1
39642,Kus võiks rongiga sõita?,sõitma,võima,kl8,Kus võiks rongiga sõita ?,0,1
39646,Mis saare võib ühe päevaga läbi käia?,käima,võima,kl8,saare võib päevaga läbi käia ?,0,1
39649,"Aegnal ei lähe tarvis telki, sest selle saare saab ühe päevaga läbi käia.",käima,saama,kl8,", sest saare saab päevaga läbi käia",0,1
39673,"Ma ei tahtnud eriti, aga pidin üles tõusma.",tõusma,pidama,kl8,", aga pidin üles tõusma",1,0
39680,"Kogu selle aja pidin ma kuulama, kuidas Tea kiljus, kui nägi oma pükstel mõnda sipelgat ringi jooksmas.",kuulama,pidama,kl8,aja pidin ma kuulama kiljus .,1,0
39684,"Ainult peatused olid toredad, sai istuda ja süüa ja valutavaid jalgu masseerida.",istuma,saama,kl8,", sai istuda",0,1
39703,"Kas sa arvad, et kõik õpetajad peaksid kandma ainult tumedaid riideid?",kandma,pidama,kl8,", et õpetajad peaksid kandma riideid",1,0
39705,Aga kuidas peaksid riietuma õpilased?,riietuma,pidama,kl8,Aga kuidas peaksid riietuma õpilased ?,1,0
39706,"Meie koolis on näiteks selline kord, et õpilastel on teatud värvid, mida nad võivad kanda.",kandma,võima,kl8,", mida nad võivad kanda",0,1
39711,"Mõnes mõttes on see hea, kuna siis ei pea iga hommik muretsema selle pärast, mida kooli selga panna.",muretsema,pidama,kl8,", kuna siis ei pea hommik muretsema selle",1,0
39715,"Kas sa arvad, et koolis peaks tumesinist kandma?",kandma,pidama,kl8,", et koolis peaks tumesinist kandma",1,0
39717,Kuidas koolis õpetajad peaksid riides käima?,käima,pidama,kl8,Kuidas koolis õpetajad peaksid riides käima ?,1,0
39720,Kuidas nemad peaksid koolis riietuma?,riietuma,pidama,kl8,Kuidas nemad peaksid koolis riietuma ?,1,0
39775,"Rääkige palun, mida lapsed ise saavad teha koduümbruse heaks.",tegema,saama,kl8,", mida lapsed saavad teha koduümbruse",0,1
39779,Siis saad viia selle vanapaberi kogumispunkti.,viima,saama,kl8,Siis saad viia kogumispunkti .,0,1
39780,"Või kui sul on kodus ahi, siis võid need paberid ka ära põletada.",põletama,võima,kl8,ahi siis võid paberid ka ära põletada .,0,1
39782,"Banaanikoored, õunasüdamed ja muud toidujäätmed võid teha kompostiks, sest see muutub mullaks ja siis saad selle taimede peale panna või sinna lilli istutada.",tegema,võima,kl8,Banaanikoored võid teha kompostiks muutub .,0,1
39782,"Banaanikoored, õunasüdamed ja muud toidujäätmed võid teha kompostiks, sest see muutub mullaks ja siis saad selle taimede peale panna või sinna lilli istutada.",panema,saama,kl8,ja siis saad taimede panna istutada,0,1
39783,Kindlasti ei tohi visata prügikasti vanu patareisid.,viskama,tohtima,kl8,Kindlasti ei tohi visata prügikasti patareisid .,0,1
39787,Toidujääke ei pea viskama prügikasti.,viskama,pidama,kl8,Toidujääke ei pea viskama prügikasti .,1,0
39788,Toidujääke võib pigem komposteerida.,komposteerima,võima,kl8,Toidujääke võib pigem komposteerida .,0,1
39789,Vanad patareid peab viima kogumiskasti.,viima,pidama,kl8,patareid peab viima kogumiskasti .,1,0
39791,Vanad ajalehed võib viia vastuvõtupunkti.,viima,võima,kl8,ajalehed võib viia vastuvõtupunkti .,0,1
39792,Plastikpudeleid [plastpudeleid] ei tohi ahjus põletada.,põletama,tohtima,kl8,Plastikpudeleid ei tohi ahjus põletada .,0,1
39793,Kommipaberid peab panema prügikasti.,panema,pidama,kl8,Kommipaberid peab panema prügikasti .,1,0
39794,Võimaluse korral võiks kasutada kilekottide asemel paberkotte.,kasutama,võima,kl8,Võimaluse võiks kasutada kilekottide paberkotte .,0,1
39797,"Ja filmi mõtte võib välja pakkuda inimene, kes kirjutab stsenaariumi - stsenarist, kirjanik, režissöör või isegi juhuslik möödakäija.",pakkuma,võima,kl8,Ja mõtte võib välja pakkuda inimene .,0,1
39798,"Aga kelle roll on filmi tegemisel, filmi loomisel kõige tähtsam ja kas me üldse nii saame öelda?",ütlema,saama,kl8,ja kas me üldse nii saame öelda,0,1
39807,"Niisiis võib öelda, et filmi tegemine on kollektiivne töö.",ütlema,võima,kl8,Niisiis võib öelda töö .,0,1
39808,"Kas te võiksite täpsustada, mis täpselt on igaühe ülesanne konkreetselt ühe filmi tegemisel?",täpsustama,võima,kl8,Kas te võiksite täpsustada ülesanne ?,0,1
39809,"Operaatorta peab valdama kaamerat, see tähendab, ta peab tundma kaamera tehnilisi võimalusi.",valdama,pidama,kl8,Operaatorta peab valdama kaamerat tähendab tundma .,1,0
39809,"Operaatorta peab valdama kaamerat, see tähendab, ta peab tundma kaamera tehnilisi võimalusi.",tundma,pidama,kl8,", ta peab tundma võimalusi",1,0
39810,"Ta peab tundma hästi kompositsiooni, värvi ja valgust ja valgustajad on operaatori parem käsi valguse seadmisel.",tundma,pidama,kl8,Ta peab tundma hästi kompositsiooni käsi .,1,0
39814,Nimelt nemad peavad hoopis teistmoodi töötama kui teatris.,töötama,pidama,kl8,Nimelt nemad peavad hoopis teistmoodi töötama teatris .,1,0
39815,Filminäitlejad peavad suutma mängida erinevaid stseene ükskõik mis järjekorras ja teine kord seda väga pikkade vaheaegade järgi [järel].,suutma,pidama,kl8,Filminäitlejad peavad suutma mängida järel .,1,0
39831,"Aga mida siin võiks uurida olla, mis sa arvad, mida nad käivad uurimas?",uurima,võima,kl8,Aga mida siin võiks uurida olla arvad ?,0,1
39836,"No aga millised nad välja võiksid näha, mis sa arvad?",nägema,võima,kl8,No aga millised nad välja võiksid näha arvad ?,0,1
39848,Ja missugused nad võiksid välja näha?,nägema,võima,kl8,Ja missugused nad võiksid välja näha ?,0,1
39873,"Tule nüüd ometi, kaua ma pean sind ootama!",ootama,pidama,kl8,", kaua ma pean sind ootama",1,0
39893,"Tänaval kantakse küll teksapükse, aga need ei tohi olla kulunud.",kuluma,tohtima,kl8,", aga need ei tohi olla kulunud",0,0
39907,"Näiteks kirikusse lühikestes pükstes ja miniseelikus minna ei tohi, Kuigi lühikeste pükste kandmist pannakse pahaks, riietuvad venelased võimalikult kergelt.",minema,tohtima,kl8,Näiteks kirikusse pükstes minna ei tohi riietuvad .,0,1
39932,Kuidas ma saan teid aidata?,aitama,saama,kl8,Kuidas ma saan teid aidata ?,0,1
39945,"Ma arvan, et te võite järgi [järele] tulla üks nelja-viie päeva pärast.",tulema,võima,kl8,", et te võite järgi järele tulla päeva",0,1
39959,"Teate, nii ei tohi küll mitte mingil juhul teha.",tegema,tohtima,kl8,", nii ei tohi küll juhul teha",0,1
39974,"Räägi, Norman, kus sa saad oma spordialaga tegeleda.",tegelema,saama,kl8,", kus sa saad spordialaga tegeleda",0,1
39975,"Eestis on mõned võimalused Lõuna-Eestis, aga üldiselt peab selleks sõitma kas Rootsi, Soome, Slovakkiasse näiteks.",sõitma,pidama,kl8,", aga üldiselt peab selleks sõitma Rootsi",1,0
39983,"Seda võib küll kindlalt öelda, et ohtlik ta on, et seal peab palju ette vaatama, et siis alati tuleb asju võtta nagu mõistusega, et ei tohi kunagi liiga hulljulgeks minna.",ütlema,võima,kl8,Seda võib küll kindlalt öelda ohtlik .,0,1
39983,"Seda võib küll kindlalt öelda, et ohtlik ta on, et seal peab palju ette vaatama, et siis alati tuleb asju võtta nagu mõistusega, et ei tohi kunagi liiga hulljulgeks minna.",vaatama,pidama,kl8,", et seal peab palju ette vaatama tuleb",1,0
39983,"Seda võib küll kindlalt öelda, et ohtlik ta on, et seal peab palju ette vaatama, et siis alati tuleb asju võtta nagu mõistusega, et ei tohi kunagi liiga hulljulgeks minna.",minema,tohtima,kl8,", et ei tohi kunagi hulljulgeks minna",0,1
39984,"Samuti peab alati olema nii-öelda loodusega sõber, et-et mitte minna täiesti tundmatust kohast sõitma, näiteks võib väga vabalt tulla laviin.",tulema,võima,kl8,", näiteks võib vabalt tulla laviin",0,1
39985,"Aga mida peaks siis ikkagi tegema, et õnnetusi vältida?",tegema,pidama,kl8,Aga mida peaks siis ikkagi tegema vältida ?,1,0
39987,"No ütle veel lõpetuseks, et kus ja mis ajal saab selle spordialaga Eestis tegeleda.",tegelema,saama,kl8,", et kus ajal saab spordialaga Eestis tegeleda",0,1
39988,"Eestis on see hooaeg küll üpriski lühikene, hakkab ta kuskil hea talve puhul novembri lõpust juba pihta ja lõpeb kuskil aprilli alguses, kuigi siis peab juba nii poolenisti muda peal sõitma.",sõitma,pidama,kl8,", kuigi siis peab juba poolenisti muda sõitma",1,0
39989,Soomes võib näiteks päris põhjas kuni juuni alguseni sõita.,sõitma,võima,kl8,Soomes võib näiteks põhjas alguseni sõita .,0,1
39992,"Kas te võiksite mind juhatada spordihalli, mis on Staadioni tänaval?",juhatama,võima,kl8,Kas te võiksite mind juhatada spordihalli ?,0,1
40004,"Palun, kas te saaksite mind juhatada apteeki?",juhatama,saama,kl8,", kas te saaksite mind juhatada apteeki",0,1
40006,"Näete, peate siit üle Jaama tänava minema ja pöörama paremale ning minema kuni pangani, see on see suur maja seal nurga peal, siit juba paistab.",minema,pidama,kl8,", peate siit Jaama tänava minema",1,0
40011,Kas ma Lääne tänaval pean üle tee minema?,minema,pidama,kl8,Kas ma tänaval pean tee minema ?,1,0
40012,"Jaa, seal peate üle tee minema, seal on ristmik ja valgusfoorid.",minema,pidama,kl8,"Jaa , seal peate tee minema seal .",1,0
40013,"Ja mööda Lõuna tänavat lähete, kuni tuleb Suur tänav, millest omakorda peate vasakule pöörama ja siis minema Kuu tänavale, mis on väike tänav, aga kus asubki apteek.",pöörama,pidama,kl8,", millest omakorda peate vasakule pöörama minema",1,0
40023,Me oleme praegu Kuu tänaval ja te peaksite minema kõigepealt ristmikuni ja ristmikult pöörama vasakule Suurele tänavale.,minema,pidama,kl8,ja te peaksite minema kõigepealt ristmikuni pöörama,1,0
40042,"See on imekspandav, kui sageli võib avaookeanil, keset maailma kõige suuremat ookeani, Vaikset ookeani, võib leida vees hulpimas plastikpudelit, kilekotti, sõnaga [ühesõnaga] - kõikvõimalikku plastikust [plastist] rämpsu.",leidma,võima,kl8,"sageli võib avaookeanil , võib leida hulpimas",0,1
40042,"See on imekspandav, kui sageli võib avaookeanil, keset maailma kõige suuremat ookeani, Vaikset ookeani, võib leida vees hulpimas plastikpudelit, kilekotti, sõnaga [ühesõnaga] - kõikvõimalikku plastikust [plastist] rämpsu.",leidma,võima,kl8,"sageli võib avaookeanil , võib leida hulpimas",0,1
40106,"Sai näha ka, kuidas inimesed kodus elavad.",nägema,saama,kl8,Sai näha ka elavad .,0,1
40114,Mida sa kuulutusest teada said?,teadma,saama,kl9,Mida sa kuulutusest teada said ?,0,1
40119,"Mulle meeldib, et ratta retke osavõtutasu saab üle kanda arvele.",kandma,saama,kl9,", et osavõtutasu saab üle kanda arvele",0,1
40143,"Sellisest ahvatlevast võimalusest ei saanud neiud kuidagi loobuda, kuigi teadsid Tambovist vaid seda, et see asub Moskvast 600 kilomeetri kaugusel.",loobuma,saama,kl9,võimalusest ei saanud neiud kuidagi loobuda teadsid .,0,1
40152,"Nad helistasid järgmisel päeval muuseumi direktorile ja küsisid, kas võivad pärast kursuste lõppu tagasi tulla.",tulema,võima,kl9,", kas võivad lõppu tagasi tulla",0,1
40177,Ka neiud ise ei pääsenud klaverimängust ning pidid andma kontserdi endisaegsel kujul taastatud mõisahoones uuel Steinway klaveril.,andma,pidama,kl9,ning pidid andma klaveril,1,0
40228,"Ave pidi tegudega tõestama, et saab tööga meestega võrdselt hakkama.",tõestama,pidama,kl9,Ave pidi tegudega tõestama hakkama .,1,0
40228,"Ave pidi tegudega tõestama, et saab tööga meestega võrdselt hakkama.",hakkama,saama,kl9,", et saab tööga meestega võrdselt hakkama",1,0
40240,Juuksur peab saama hakkama iga kliendiga.,hakkama,pidama,kl9,Juuksur peab saama hakkama kliendiga .,1,0
40240,Juuksur peab saama hakkama iga kliendiga.,hakkama,saama,kl9,Juuksur peab saama hakkama kliendiga .,1,0
40241,"Juuksur teeb praegu pidulikku soengut, ta ei saa telefonile vastata.",vastama,saama,kl9,", ta ei saa telefonile vastata",0,1
40257,"Loomulikult ei taha su õde, et ema ja isa sellest teada saaksid.",teadma,saama,kl9,", et ema sellest teada saaksid",0,1
40320,"Ta on Venemaal ainuke karu, keda saab kasutada vabas looduses filmimisel.",kasutama,saama,kl9,", keda saab kasutada filmimisel",0,1
40323,"Karu saab õpetada sõnade, hääletooni ja näoilmega.",õpetama,saama,kl9,Karu saab õpetada sõnade .,0,1
40395,Tal peab laskma kord nädalas ujuda.,laskma,pidama,kl9,Tal peab laskma ujuda .,1,0
40397,"Kui peremees läheb reisima, ei saa ta looma kaasa võtta.",looma,saama,kl9,läheb ei saa ta looma võtta .,1,0
40403,"Loomal võib lasta süüa ja juua nii palju, kui ta soovib.",laskma,võima,kl9,Loomal võib lasta süüa .,0,1
40404,Looma ei tohi sundida midagi tegema.,sundima,tohtima,kl9,Looma ei tohi sundida tegema .,0,1
40414,Kas see loom võib toas elada?,elama,võima,kl9,Kas loom võib toas elada ?,0,1
40415,Kas seda looma peab viima jalutama?,viima,pidama,kl9,Kas looma peab viima jalutama ?,1,0
40430,"Kirjuta mulle, mida ja kui palju ma talle täpselt süüa pean andma.",andma,pidama,kl9,", mida ma talle süüa pean andma",1,0
40432,Kas teda peab ka õue viima?,viima,pidama,kl9,Kas teda peab ka õue viima ?,1,0
40446,"Nimelt sain ootamatult teada, et pean kaheks nädalaks spordilaagrisse sõitma.",teadma,saama,kl9,Nimelt sain ootamatult teada sõitma .,0,1
40446,"Nimelt sain ootamatult teada, et pean kaheks nädalaks spordilaagrisse sõitma.",sõitma,pidama,kl9,", et pean nädalaks spordilaagrisse sõitma",1,0
40448,Äkki saad mind aidata?,aitama,saama,kl9,Äkki saad mind aidata ?,0,1
40455,"Ole rahulik, sa saad kõigega hästi hakkama.",hakkama,saama,kl9,", sa saad kõigega hästi hakkama",1,0
40459,"Kui Sul aega on, võiksid ta natukeseks ajaks sülle võtta ja temaga rääkida.",võtma,võima,kl9,Sul võiksid ta ajaks sülle võtta rääkida .,0,1
40464,"Sigrid kirjutas Piiale ja palus tal oma kilpkonna eest hoolitseda, sest ta pidi ise ära sõitma.",sõitma,pidama,kl9,", sest ta pidi ise ära sõitma",1,0
40476,Te saate sellel numbril helistada ja numbrit või kõne kellaaega vaadata ning teil on võimalik telefoninumber kustutada või salvestada telefoniraamatusse.,helistama,saama,kl9,Te saate numbril helistada vaadata võimalik .,0,1
40480,Järgmiseks võite valida Kõnede hind kokku ja seejärel Hinnaarvesti nullimine.,valima,võima,kl9,Järgmiseks võite valida hind kokku nullimine .,0,1
40495,Kas siis tõesti ilma telefonita siin hakkama ei saa?,hakkama,saama,kl9,Kas siis tõesti telefonita siin hakkama ei saa ?,1,0
40515,"Telefoni külge pannakse erksa värviline punutud pael, uhke pärlikee või helkurpael, mille tuhandeid variante võib leida Tokio butiikidest.",leidma,võima,kl9,variante võib leida butiikidest,0,1
40533,Õpilased ei saa ilma mobiiltelefonita elada.,elama,saama,kl9,Õpilased ei saa mobiiltelefonita elada .,0,1
40549,Igal pool võib kuulda (mobiilihelin) ja (jutukatke).,kuulma,võima,kl9,pool võib kuulda mobiilihelin jutukatke .,0,1
40561,Mobiiltelefoni ei tohi hoida päikese käes.,hoidma,tohtima,kl9,Mobiiltelefoni ei tohi hoida päikese .,0,1
40577,Pealegi võidakse raha lapselt ära varastada.,varastama,võima,kl9,Pealegi võidakse raha lapselt ära varastada .,0,1
40604,Tütar peab taskuraha saamise eest midagi tegema.,tegema,pidama,kl9,Tütar peab saamise midagi tegema .,1,0
40658,"Loomulikult, sõpra peab alati aitama.",aitama,pidama,kl9,"Loomulikult , sõpra peab alati aitama .",1,0
40660,"Põhimõtteliselt mitte, igaüks peab oma rahaasjadega ise hakkama saama.",saama,pidama,kl9,"mitte , igaüks peab rahaasjadega hakkama saama .",1,0
40666,"Mõnikord võiksid endale ka midagi head lubada, ilma ennast raiskamises süüdistamata.",lubama,võima,kl9,Mõnikord võiksid endale ka midagi lubada süüdistamata .,0,1
40675,Vahel võiksid kümne pisiasja asemel ühe tõesti vajaliku suure ostu teha.,tegema,võima,kl9,Vahel võiksid pisiasja tõesti ostu teha .,0,1
40683,Reklaamist võib saada palju kasulikku infot.,saama,võima,kl9,Reklaamist võib saada infot .,0,1
40690,Mida ei tohi breikar teha?,tegema,tohtima,kl9,Mida ei tohi breikar teha ?,0,1
40691,Kui palju peab breiktantsu harjutama?,harjutama,pidama,kl9,palju peab breiktantsu harjutama ?,1,0
40709,"Kes soovib heaks breikijaks saada, peab käima iga päev vähemalt paar tundi harjutamas.",käima,pidama,kl9,soovib peab käima päev harjutamas .,1,0
40718,"Seal oli orjadel keelatud omavahel kakelda, muidu said nad karistada.",karistama,saama,kl9,", muidu said nad karistada",0,1
40740,"On kindel, et breikarid peavad kandma kaitsmeid.",kandma,pidama,kl9,", et breikarid peavad kandma kaitsmeid",1,0
40750,Tüdrukud ei peaks breigiga tegelema.,tegelema,pidama,kl9,Tüdrukud ei peaks breigiga tegelema .,1,0
