id,verb,verb_compound,verb_feats,verb_is_aux,verb_deprel,sup_verb,sup_verb_feats,sup_verb_deprel,sentence,sentence_id
55421,saama,,"af,pl,ps,mod,ps3,pres,indic",0,advcl,kuivama,"ps,aux,ill,sup",xcomp,"Mida kiiremini korjatud taimed ___kuivama___ ___saavad___ ja mida kiiremini need kuivavad , seda paremini säilivad toimeained , värv ja aroom .",11070247
55448,teadma,,"af,ps,sg,ps1,impf,main,indic",0,root,võitma,"ps,ill,sup,main",ccomp,"“ ___Teadsin___ , et kui tahan heitluses meistritiitli pärast kaasa lüüa , pean siin ___võitma___ .",11070835
55450,saama,,"af,ps,sg,aux,ps3,impf,indic",0,root,jääma,"ps,ill,mod,sup",conj,"Eesti jalgpallikoondise väravavaht Mart Poom ___sai___ sõpruskohtumises rockansambli Iron Maiden võistkonnaga tugeva peaajupõrutuse , FC Flora amatööride esinduse eest mänginud tipp-pallur peab vähemalt nädalaks treeningutelt eemale ___jääma___ .",11070857
55453,saama,,"ps,aux,neg,impf,indic",1,parataxis,hakkama,"ps,ill,mod,sup",xcomp,"Või teistpidi : mille halvaga on Kert selle aastaga Ameerika Ühendriikides ___hakkama___ ___saanud___ , et ta nüüd tuli kohalt maha võtta ?",11070882
55455,saama,,"af,ps,sg,aux,ps2,pres,imper",1,acl,hakkama,"ps,aux,ill,sup",xcomp,"Koonderakonna ajal oli kogu aeg kurtmine , et kaitseminister ja armeejuht ei ___saa___ omavahel ___hakkama___ .",11070902
55472,püüdma,,"af,aux,imps,pres,indic",0,advcl,hakkama,"ps,aux,ill,sup",xcomp,"Varem on president teatanud , et kavatseb igal juhul vastu hakata , kui temalt ___püütakse___ advokaadi tööluba ära võtta - isegi kui ta järgmisel aastal Valgest Majast välja kolides selles ametis ei peaks tööle ___hakkama___ .",11071224
55492,teadma,,"af,ps,sg,aux,ps2,pres,indic",0,root,otsima,"ps,ill,mod,sup",ccomp,"Kui ainult ___tead___ , et neid peab ___otsima___ .",11075173
55540,jaksama,,"ps,sg,mod,neg,ps2,pres,imper",1,conj,raiuma,"ps,ill,sup,main",conj,"Aga ei , muusika on enamjaolt keskealise traadivenitaja konformistlik põdemine , et ehk on ta senine staazh liialt kerglasevõitu saanud ja ehk homme ei ___jaksa___ niigi kebjalt klõnistada ja et peaks siis ikkagi tõsise rajurokkari või punk-audoktori diplomi välja ___raiuma___ .",11076081
55567,mõtlema,,"af,ps,sg,aux,ps1,impf,indic",0,root,üllatama,"ps,aux,ill,sup",ccomp,"« ___Mõtlesin___ , et peaks poisse millegagi ___üllatama___ .",11123920
55581,püüdma,,"af,imps,main,pres,indic",0,advcl,toimima,"ps,aux,ill,sup",conj,"Eesti riik pole sugugi nii vaene , nagu meid veenda ___püütakse___ , pigem rumal ja võimetu riigina ___toimima___ .",11124030
55588,mõtlema,,"ps,ill,sup,main",1,root,katsuma,"ps,ill,sup,main",conj,Inimesed peaks rohkem ___mõtlema___ ja ___katsuma___ asjadest aru saada .,11124063
55594,nägema,,"inf,mod",1,root,elama,"ps,ill,sup,main",ccomp,"Koolinoored saaksid heas kujunduses ___näha___ , mida pidid läbi ___elama___ nende vanemad ja vanavanemad , sest millegipärast jäävad nende kannatused järjest rohkem tagaplaanile .",11158957
55621,saama,,"af,ps,sg,mod,ps3,impf,indic",0,root,hakkama,"ps,ill,sup,main",xcomp,Kas komisjoni poolt vaadates ___sai___ Eesti riik ülesandega auga ___hakkama___ ?,11159876
55642,saama,,"af,ps,sg,ps3,impf,main,indic",0,root,hakkama,"ps,ill,sup,main",xcomp,"Eelmisel sügisel ___sai___ Alho ajakirjanduse sõnul ___hakkama___ sellega , et paljastas enne Soome marga sidumist Euroopa valuutavahetussüsteemi ERMiga ELile Soome täpse eesmärgi .",11160154
55645,saama,,"ps,sg,aux,neg,ps2,pres,imper",1,root,hakkama,"ps,aux,ill,sup",xcomp,"Kagu-Aasia maad ja isegi Korea , erinevalt Jaapanist , oma kriisidega igal juhul praegu veel omal jõul ___hakkama___ ei ___saa___ .",11160202
55646,kiirustama,,"ps,main,past,partic",1,advcl,avama,"ps,ill,sup,main",xcomp,"Et USA ei ole seni ___kiirustanud___ ___avama___ rahakotiraudu finantskriisis siplevate Aasia sõsarate avitamiseks ja Jaapan on isegi omadega hädas , on Hiina asunud usinalt seda vaakumit täitma , pakkudes Taile 1 miljardi US dollari suurust laenu .",11160218
55664,saama,,"af,impf,imps,main,indic",0,root,pidama,"ps,ill,sup,main",xcomp,“ Pärast viis kilomeetrit kihutamist ___saadi___ Viljar ___pidama___ . ”,11188984
55671,jõudma,,"ps,neg,impf,main,indic",1,acl,ööbima,"ps,ill,sup,main",xcomp,"Yrjö : Jõulu eel on olnud aegu , kus me ei ___jõudnud___ koju ___ööbimagi___ .",11189054
55686,kavatsema,,"ps,neg,main,pres,indic",1,root,nentima,"ps,ill,sup,main",conj,"Ei ___kavatse___ ma end Dumas'ga võrrelda , kuid pean ___nentima___ , et ka mina olen kaunis palju kirjutanud .",11189457
55721,saama,,"inf,mod",0,xcomp,hakkama,"ps,aux,ill,sup",xcomp,"Mina olen valmis Loodusele väga hea konjaki välja tegema , kui ta suudab sellega ___hakkama___ ___saada___ .",11189986
55754,saama,,"af,ps,sg,ps3,main,pres,indic",0,acl:relcl,kaduma,"aux,sup,imps",advcl,"Seda juhul , kui Milosevic ei lase valimistulemusi võltsida , nagu see juhtus 1996. a. Sellest , mis ___saab___ siis , kui Milosevic peaks presidendivalimised ___kaotama___ , ei ole kuigi palju räägitud .",11190357
55755,taipama,,"af,ps,sg,aux,ps3,pres,indic",0,conj,parandama,"ps,ill,sup,main",ccomp,"Edasi lähevad nad üheskoos ja naine ___taipab___ , et poja hooldamise õiguse tagasisaamiseks peab ta endagi elukombeid ___parandama___ .",11190382
55795,tahtma,,"af,pl,ps,aux,ps3,pres,indic",0,ccomp,istuma,"ps,aux,ill,sup",conj,"Ametiühingud võivad teha , mis ___tahavad___ , aga ühe laua taha peame ikka ___istuma___ , et koordineerida tööhõivet .",11235841
55812,lootma,,"af,ps,sg,ps1,main,pres,indic",0,root,piisama,"ps,ill,sup,main",conj,"Samas ___loodan___ Sydney olümpiamängudel püstitada isikliku rekordi , sellest peaks pjedestaalile pääsemiseks ___piisama___ .",11236162
55815,saama,,"inf,mod",0,xcomp,hakkama,"ps,aux,ill,sup",xcomp,"Kogu oma respekti juures Eesti PR-firmade vastu ei suuda nad kunagi ___hakkama___ ___saada___ millegi sellisega , mida teeb praegune visiit .",11236297
55816,saama,,"af,pl,ps,ps2,main,pres,indic",0,advcl,hakkama,"ps,aux,ill,sup",xcomp,"Kui te , eestlased , sellega ___hakkama___ ___saate___ , olete esimesed kogu maailmas , kes nii on toiminud , ” märkis Hermann-Dieter Koehne .",11236319
55818,teadma,,"inf,mod",1,root,jääma,"ps,aux,ill,sup",conj,"Tema sõnul pole seetõttu jätkuvalt ___teada___ , kas nõukogu analüüsis esimeses voorus kandidaate sisuliselt või mitte , ning see peab ___jääma___ panganõukogu südametunnistusele .",11236361
55830,mõtlema,,"neg,impf,imps,main,indic",1,advcl,koondama,"ps,aux,ill,sup",xcomp,"Ehkki Üksikvanema Pere ühing on ___mõeldud___ ___koondama___ nii emadest kui ka isadest üksikvanemaid , ei ole praeguseks ühinguga liitunud ükski isa .",11236467
55840,mõtlema,,"inf,mod",1,root,saama,"ps,aux,ill,sup",aux,"“ Meie , ameeriklased , peame üle ___saama___ kiusatusest ___mõelda___ , et me teame kõiki vastuseid .",11236633
55896,tahtma,,"af,ps,sg,ps1,main,pres,indic",0,ccomp,jätkuma,"ps,ill,sup,main",conj,"Tean , et tänavu ___tahan___ osaleda kõikidel Euroopas toimuvatel MM-etappidel , tõenäoliselt peaks plaanide elluviimiseks raha ___jätkuma___ . ”",11238751
55899,mõistma,,"af,ps,sg,aux,ps1,pres,indic",0,conj,saama,"ps,ill,mod,sup",ccomp,"Olen endast väljas , kuid ___mõistan___ , et alati ei pea ___saama___ kõike , mida tahad , ” sõnas Atlanta olümpial kolm kuldmedalit võitnud atleet pool tundi pärast tagasilööki .",11238787
55904,saama,,"inf,mod",0,xcomp,hakkama,"ps,aux,ill,sup",xcomp,"Samas märkis arst , et neeruravi lõppedes suudab patsient tavapalatis ___hakkama___ ___saada___ .",11238973
55913,kavatsema,,"af,pl,ps,aux,ps3,pres,indic",0,root,petma,"ps,aux,ill,sup",xcomp,“ Millist valitsust nad suurema kütusekogusega ___petma___ ___kavatsevad___ hakata ?,11239013
55944,oskama,,"ps,aux,ill,sup",1,root,oskama,"ps,aux,ill,sup",conj,"Peavad ju nemad ___oskama___ anda selgitusi geenipangas osalemisega seotud poolt- ja vastuargumentidele , ___oskama___ edasi anda ka halbu uudiseid ning raskematel juhtudel toetama aastakümnete jooksul inimest , kes teab , et ta võib haigestuda parandamatusse haigusesse .",11385335
55967,teadma,,"af,pl,ps,ps1,main,pres,indic",0,root,tegema,"ps,ill,mod,sup",ccomp,"___Teame___ täpsemalt , mida peame ___tegema___ , enam ei tarvitse kohvipaksu pealt ennustada . ”",11385597
56005,saama,,"af,ps,sg,mod,ps3,pres,indic",0,root,hoolitsema,"ps,aux,ill,sup",conj,"Hädavajaliku raha , 1980 dollari eest ___saab___ viisad , ülejäänu eest peavad enamalt jaolt ___hoolitsema___ sõbrad ja hea saatus .",11463470
56020,saama,,"ps,sg,mod,neg,ps2,pres,imper",1,ccomp,hakkama,"ps,ill,sup,main",xcomp,"Sageli võtab erafirma enda kanda osa riigi ülesannetest , toetab seal , kus riik ___hakkama___ ei ___saa___ .",11463747
56021,saama,,"af,ps,sg,ps2,main,pres,imper",1,acl:relcl,hakkama,"ps,ill,mod,sup",xcomp,"Seega esitab ühiskond suhtekorraldusele uusi ja keerulisi nõudmisi , millega ei ___saa___ ___hakkama___ inimene , kel erialaseid teadmisi asendab soov hästi teenida , ennast eksponeerida ja suhelda .",11463748
56022,saama,,"af,pl,ps,ps1,main,pres,indic",0,conj,hakkama,"ps,aux,ill,sup",xcomp,"“ Õnneks pole ilmad veel nii külmad ega pimedad , praegu ___saame___ ka elektri ja kütteta ___hakkama___ , ” ütles lasteaia juhataja Maire Klemmer .",11463782
56048,saama,,"ps,aux,past,partic",1,root,mõtlema,"ps,ill,sup,main",advcl,"“ Nüüdseks olen keele nii selgeks ___saanud___ , et ei pea enam sellele ___mõtlema___ : saan stseeni sisse elada ja mängida . ”",11464319
56052,saama,,"ps,aux,neg,pres,indic",1,advcl,hakkama,"ps,ill,mod,sup",xcomp,"Lõpuks küsisid näitlejalt luba laulude põhjal seeria kirjutada , kus füüsik oma suure armastusega muidu ___hakkama___ ei ___saa___ , kui laulud appi võtab .",11464390
56054,saama,,"af,ps,sg,ps3,main,pres,indic",0,conj,hakkama,"ps,ill,mod,sup",xcomp,"“ Ta asub laule kirjutama , ___saab___ ___hakkama___ tõeliste totrustega ja jääb magama .",11464393
56098,saama,,"af,ps,sg,ps1,main,pres,indic",0,advcl,hakkama,"ps,aux,ill,sup",xcomp,""" Valin need selle järgi , et kui mina nendega ___hakkama___ ___saan___ , saavad teised perenaised ka , "" ütleb ta .",11727558
56107,saama,,"af,ps,sg,mod,ps3,impf,indic",0,acl:relcl,hakkama,"ps,aux,ill,sup",xcomp,"Suur osa sõu õnnestumises oli kindlasti Ice Dog M-il , kes suhteliselt delikaatse konkursi konfereerimisega suurepäraselt ___hakkama___ ___sai___ .",11727833
56111,rabama,,"af,ps,sg,mod,ps3,impf,indic",0,root,minema,"ps,aux,ill,sup",xcomp,Kõneviisi järgi eestlaseks peetud vinnilise ihuga ja esihammaste vahel selgelt paistva lõhega kõhn 180sentimeetrine mees ___rabas___ Helsingi kesklinna Forumis müüja käest kalli kuldkella ja putkas ___minema___ .,11729585
56137,saama,,"aux,inf",0,advcl,esinema,"ps,ill,sup,main",xcomp,"Teame , et kaks aastat kestsid läbirääkimised Hiina kultuuriministeeriumiga , et ___saada___ munki välismaale ___esinema___ .",11730038
56142,riskima,,"af,pl,ps,ps3,main,pres,indic",0,acl,proovima,"ps,aux,ill,sup",xcomp,"See muutus aastatega ravimitööstusele nii tülikaks , et nad üritavad hädavajalikke inimkatseid teha vähem arenenud riikides , kus inimesed rahapuuduses ___riskivad___ pisema rahasumma eest ___proovima___ enda peal uut pooltundmatut ravimit selgitamaks ravimituru tarbeks tulevase arstimi võimalikke halbu kaastoimeid , aga ka raviefektiivsust .",11730133
56172,saama,,"af,pl,ps,mod,ps3,impf,indic",0,root,minema,"ps,ill,sup,main",xcomp,"“ Kaurit ja Laksberg ___said___ stardist hästi ___minema___ , ” rääkis Jakk .",11747036
56216,saama,,"af,ps,sg,mod,ps3,pres,indic",0,root,hakkama,"ps,ill,mod,sup",xcomp,"“ Vaid Suur Mees ___saab___ sellise teoga ___hakkama___ , ” andis kolleeg Indrek Pertelson tehtule väärilise hinnangu .",11796981
56257,saama,,"af,pl,ps,mod,ps1,impf,indic",0,conj,hakkama,"ps,ill,sup,main",xcomp,"Maru närviline oli , aga ___hakkama___ ___saime___ , » ohkas Rocki peatreener",11890334
56299,tahtma,,"af,ps,sg,mod,ps1,pres,indic",0,root,ravima,"ps,ill,sup,main",conj,"___Tahan___ vaid teada , kaua seda ___ravima___ peab ja millal treenima tohin hakata .",11918395
56309,saama,,"ps,aux,past,partic",1,parataxis,hakkama,"ps,ill,sup,main",xcomp,"Ent laupäeval leidsid ta pereliikmed küünist surnukeha ja kirja , kus lahkunu selgitas : Ma ei ___saanud___ tööga ___hakkama___ .",11918565
56335,saama,,"inf,main",0,xcomp,hakkama,"ps,aux,ill,sup",xcomp,"Läikivat mersut piidlema kogunenud huvilistele selle kogu varustust ette lugema hakates ei pruugi 5 minutiga ___hakkama___ ___saada___ , sest peale lugematute turvapatjade , kliimaseadme , klaasipuhasti vihmaanduri , elektriseadega rooliratta ja muu sellise saab CLK varustada näiteks ka pikivahet hoidva püsikiirushoidiku ning võtmeta lukkudega .",11919225
56342,saama,,"aux,inf",0,csubj,hakkama,"ps,ill,sup,main",xcomp,"Ligemale sajal tuhandel inimesel tuleb ___hakkama___ ___saada___ ilma elektrita , sest tuli on hävitanud nii elektriliine kui ka alajaamu .",11922939
56351,kaaluma,,"af,ps,sg,mod,ps3,impf,indic",1,root,võtma,"ps,aux,ill,sup",xcomp,"Rodi meelest peaks Elton John , keda ta hellitlevalt Sharoniks nimetab , ___kaalus___ alla ___võtma___ .",11923012
56360,lubama,,"af,mod,impf,imps,indic",0,root,harjutama,"ps,ill,sup,main",xcomp,VÕRKPALL : Distsipliini rikkumise tõttu poolteist nädalat Audentes / Hermanni võrkpallimeeskonna treeningutelt eemal viibinud Eivo « uravljov ___lubati___ eilsest taas koos kaaslastega ___harjutama___ .,11923218
56362,teadma,,"af,ps,sg,mod,ps1,pres,indic",0,root,mängima,"ps,aux,ill,sup",ccomp,"« ___Tean___ ise , kuidas tagamees peab ___mängima___ .",11923236
56368,saama,,"inf,mod",0,advcl,osalema,"ps,ill,mod,sup",conj,"« Mõni peab suhtumist pisut muutma , et õigeks profiks ___saada___ , teine vaid headel võidusõitudel ___osalema___ .",11923336
56369,saama,,"af,ps,sg,mod,ps3,pres,indic",0,ccomp,hakkama,"ps,ill,sup,main",xcomp,"Eesti jalgrattakoondise peatreener ja Proklubi üks juhte Allar Tõnissaar on kaua üritanud profimeeskonda luua ja loodab , et ___saab___ ülesandega aasta paari pärast ___hakkama___ .",11923355
56383,teadma,,"af,ps,sg,aux,ps3,pres,indic",0,root,lugema,"ps,aux,ill,sup",ccomp,"Erika ___teab___ hästi , milliseid raamatuid nelja-aastased ___lugema___ peaksid .",11923840
56413,otsustama,,"af,ps,sg,ps3,impf,main,indic",0,root,kinnitama,"ps,ill,sup,main",ccomp,"Kergejõustikuliidu juhatus ___otsustas___ , et 75 000 krooni eraldamise neljale rahvusvahelisele võistlusele peab aprillis ___kinnitama___ volikogu .",11979199
56415,otsustama,,"inf,main",1,root,olema,"ps,ill,mod,sup",aux,Aastaeelarvest lahjemad küsimused ei peaks ju volikogu ___otsustada___ ___olema___ .,11979206
56426,lubama,,"af,ps,sg,mod,ps3,pres,indic",0,root,looma,"ps,ill,mod,sup",xcomp,"Muide , seesama ülalpool parafraseeritud loomakaitseseadus ___lubab___ ___looma___ tapmist religioossel eesmärgil .",11979429
56441,saama,,"af,pl,ps,mod,ps1,pres,indic",0,csubj:cop,hakkama,"ps,aux,ill,sup",xcomp,"Samas ongi huvitav , kuidas taolises olukorras ___hakkama___ ___saame___ , » mõtiskles Goes .",11996983
56458,saama,,"af,ps,sg,ps3,impf,main,indic",0,root,hakkama,"ps,ill,sup,main",xcomp,"Esimesega ( kiire ja lihtne viis ) ___sai___ ___hakkama___ , teisega ( romantiline armastuslaul ) tuli ette probleeme .",11997301
56460,saama,,"af,ps,sg,aux,ps1,pres,indic",0,advcl,minema,"ps,ill,mod,sup",xcomp,"Kui ma õigest noodist ___minema___ ___saan___ , laulan viisi ära .",11997306
56505,saama,,"af,pl,ps,ps3,main,pres,indic",0,acl:relcl,hakkama,"ps,aux,ill,sup",xcomp,"Ette jõuavad need , kes tuulega ___hakkama___ ___saavad___ , » ütles koondise abitreener Hillar Zahkna .",12019470
56511,saama,,"af,pl,ps,ps1,main,pres,indic",0,root,hakkama,"ps,ill,sup,main",xcomp,« Me ___saame___ ___hakkama___ ! »,12019822
56512,saama,,"aux,inf",0,advcl,hakkama,"ps,aux,ill,sup",xcomp,"Mõlemad teevad ka lisatööd , et ise kõigega ___hakkama___ ___saada___ , ja unistavad majale teise korruse pealeehitamisest .",12019832
56544,saama,,"ps,mod,neg,impf,indic",1,root,olema,"ps,ill,mod,sup",aux,"« Ka põranda alustalad peavad ___olema___ kuivada ___saanud___ , põrandat ei tohi hakata paigaldama äsja ruumi toodud aluskarkassile , » rõhutab Olgo .",12020820
56553,mõtlema,,"af,ps,sg,ps1,main,pres,indic",0,advcl,minema,"ps,aux,ill,sup",ccomp,"« Mu süda valutab , kui ___mõtlen___ , et järjest uusi sõdureid peab ___minema___ teise ilma seepärast , et oleme juba kaotanud üle 2000 sõduri .",12079698
56565,saama,,"af,ps,sg,mod,ps3,pres,indic",0,conj,hakkama,"ps,ill,mod,sup",xcomp,Värvitoone on lugematu hulk ja värvimistööga ___saab___ ka omal jõul ___hakkama___ .,12080033
56601,saama,,"ps,mod,neg,pres,indic",1,conj,hakkama,"ps,ill,mod,sup",xcomp,"Ei ole enam stressi : ma ei saa , ma ei tohi , ma ei ___saa___ ___hakkama___ . »",12080462
56621,saama,,"af,ps,sg,mod,ps3,pres,indic",0,root,nõustuma,"ps,ill,mod,sup",advcl,"« Kui sa peaksid ___nõustuma___ , ___saab___ sinust usuvend ja Allah andestab kõik möödunu , » tsiteeris diktor al-Zawahri sõnu .",12155699
56622,saama,,"aux,inf",0,csubj:cop,hakkama,"ps,aux,ill,sup",xcomp,"Ja kolmandaks – riiklik tasu iga lapse pealt on 300 krooni kuus , aga sellega pole mõeldav ___hakkama___ ___saada___ .",12155741
56635,mõtlema,,"ps,aux,ill,sup",0,xcomp,tundma,"ps,ill,sup,main",conj,"« Tegelikult on eesmärk avada inimeste silmad looduse ilule , panna nad ___mõtlema___ keskkonnasõbralikumalt , ___tundma___ , et argipäevas saab seda ilu hoida , » rääkis näituse esitleja , Kristiine Kasiino turundusjuht Evelin Dureijko .",12155942
56651,saama,,"ps,mod,neg,impf,indic",1,root,hakkama,"ps,ill,mod,sup",xcomp,Nüüd aga on jalgpallikauged näitlejad ___hakkama___ ___saanud___ veel suurema lapsusega .,12156639
56666,saama,,"inf,mod",0,xcomp,hakkama,"ps,aux,ill,sup",xcomp,"Verinoor ema üritas seitse kuud omapäi ___hakkama___ ___saada___ , kuid siis panid sotsiaaltöötajad Sarah ' lastekodusse .",12158870
56679,saama,,"af,ps,sg,ps2,main,pres,indic",0,root,hakkama,"ps,ill,sup,main",xcomp,"« Sina ___saad___ kõigega ___hakkama___ , ainult ... »",12159129
56682,saama,,"af,ps,sg,mod,ps2,pres,indic",0,parataxis,hakkama,"ps,ill,sup,main",xcomp,"Kord ütles naabrinaine Mairele : « Sina ___saad___ kõigega ___hakkama___ , ainult hauda sa pole kaevanud .",12159147
56687,saama,,"af,pl,ps,aux,ps3,pres,indic",0,acl:relcl,hakkama,"ps,aux,ill,sup",xcomp,"Teada on ka prohmakad , millega ___saavad___ ___hakkama___ surnute väljaandjad ja purjus hauakaevajad .",12159160
56693,ootama,,"af,mod,imps,pres,indic",0,root,elama,"ps,ill,sup,main",xcomp,Endiselt ___oodatakse___ saatesse publikut oma lemmikutele kaasa ___elama___ ja pöialt hoidma .,12159475
56727,suutma,,"af,ps,sg,mod,ps2,pres,imper",1,ccomp,kordama,"ps,ill,mod,sup",xcomp,"Kriitikud kahtlevad , et uued näod ei ___suuda___ siiski tasapisi end ___kordama___ hakkavat « Kiirabihaiglat » päästa .",12229416
56758,ootama,,"inf,main",1,root,olema,"ps,aux,ill,sup",aux,Ületuleval aastal peaks neil siin juba poegi ___oodata___ ___olema___ .,12229897
56780,teadma,,"af,ps,sg,mod,ps1,pres,indic",0,root,küsima,"ps,ill,mod,sup",ccomp,"Nüüd ___tean___ , et pean pool päeva vabaks ___küsima___ , võtma kaasa raamatu , mida ammu olen tahtnud lugeda või veel parem saan kasutada oma visalt aga ometi paisuvat kohaliku keele oskust .",12230371
56814,saama,,"af,ps,sg,mod,ps2,cond,pres",0,conj,hakkama,"ps,ill,sup,main",xcomp,"Hanni hinnangul on uue ameti juures kõige raskem hooldusaluste motiveerimine , et nad ise hakkaksid endale tööd otsima ning ___saaksid___ elumere lainetes ___hakkama___ .",12351245
56817,otsustama,,"af,ps,sg,mod,ps3,impf,indic",0,root,maksma,"ps,ill,mod,sup",ccomp,"Tallinna linnakohus ___otsustas___ neljapäeval , et valitsuse koordinatsioonibüroo direktor Erik-Niiles Kross peab ___maksma___ oma endisele elukaaslasele Cynthia Babskile 75 136 krooni ja 25 senti .",12351275
56826,saama,,"af,impf,imps,main,indic",0,root,hakkama,"ps,aux,ill,sup",xcomp,Kunagi ___saadi___ selleta ju suurepäraselt ___hakkama___ . . .,12351426
56862,oskama,,"af,ps,sg,aux,ps2,pres,imper",1,root,tegema,"ps,aux,ill,sup",conj,"Loomulikult ei ___oska___ rahvas lahendada tehnilisi küsimusi , aga eksperdid peavad tehnilised seisukohad rahvale teatavaks ___tegema___ .",12397173
56877,lootma,,"aux,ger",0,advcl,hakkama,"ps,ill,sup,main",xcomp,"Omal jõul ___hakkama___ saada ___lootes___ tegi Venemaa kolm katset meeskonda päästa , ent kõik luhtusid , sest kalle ja tugevad veealused hoovused takistavad päästeaparaatidel kinnitumast laeva külge .",12397302
56913,saama,,"af,ps,sg,aux,ps2,pres,imper",1,root,hakkama,"ps,aux,ill,sup",xcomp,"Võhandu jõgi , mis peaks vee Lämmijärve kandma , ei ___saa___ ülesandega ___hakkama___ .",12397887
56989,saama,,"ps,mod,neg,impf,indic",1,root,käima,"ps,ill,mod,sup",xcomp,"“ Me pole oma kiiret ja kombinatsioonilist mängu päriselt ___käima___ ___saanud___ , mõnigi võit on seetõttu käest libisenud , ” leidis Liik .",12416669
57013,saama,,"af,ps,sg,mod,ps2,pres,imper",1,root,korjama,"ps,ill,sup,main",advcl,"Hossfieldi ei ___saa___ aru , miks pidid nad just Ohios õlle poeriiulitelt ära ___korjama___ .",12417215
57025,lubama,,"mod,neg,imps,pres,indic",1,root,valima,"ps,aux,ill,sup",xcomp,"___Valima___ ei ___lubata___ ka ühtki teist isikut , kellele Haagi sõjakuritegude tribunal on süüdistuse esitanud , ütles Frowick .",12449566
57037,saama,,"ps,mod,neg,pres,indic",1,ccomp,hakkama,"ps,ill,mod,sup",xcomp,"Võib väita , et EL-i liikmed ei ___saa___ enam isoleeritult ___hakkama___ , sest kahjumit toovates majandusharudes on tootmine lõpetatud ning vajalikke kaupu tuuakse teistest riikidest .",12449771
57049,saama,,"af,pl,ps,mod,ps1,impf,indic",0,root,minema,"ps,ill,sup,main",xcomp,""" Stardist ___saime___ kolmandana ___minema___ , "" räägib kogenud motomees .",12450019
57074,saama,,"af,ps,sg,ps3,main,pres,indic",0,conj,hakkama,"ps,ill,sup,main",xcomp,""" Norra keel on selle poolest kasulik , et kui seda hästi osata , ___saab___ ___hakkama___ ka rootsi ja taani keelega , need on omavahel üsna sarnased , "" kinnitasid neiud .",12450379
57077,saama,,"af,ps,sg,ps3,main,pres,indic",0,ccomp,hakkama,"ps,ill,sup,main",xcomp,"Piret Kärt ja Triin Ikla usuvad , et kui norra keel selge , ___saab___ ___hakkama___ ka rootsi ja taani keelega .",12450393
57097,saama,,"af,ps,sg,aux,ps3,impf,indic",0,conj,hakkama,"ps,ill,mod,sup",xcomp,"B-grupis võitis Norra Taani 5 : 0 , Norra poolel lõi 4 väravat Marianne Pettersen , eelviimase väravaga ___sai___ ___hakkama___ Heidi Store .",12450597
57132,tahtma,,"af,pl,ps,aux,ps2,impf,indic",0,root,võistlema,"ps,ill,sup,main",xcomp,Miks te üldse sinna Eurovisionile ___võistlema___ ___tahtsite___ minna ?,12650935
57148,saama,,"ps,main,past,partic",1,conj,hakkama,"ps,aux,ill,sup",xcomp,"Ses mõttes päris tühja peoga alustama ei pidanud ja see ongi ainuke võimalus seda siin üleüldse teha , eraprojektina ma ei oleks sellega ___hakkama___ ___saanud___ , sest asjad ju maksavad .",12651125
57184,lootma,,"ps,ill,mod,sup",1,root,sõdima,"ps,ill,sup,main",conj,"Peame üksteisele ___lootma___ , mitte omavahel ___sõdima___ .",12656252
57189,tahtma,,"af,ps,sg,ps1,main,pres,indic",0,root,valmistuma,"ps,ill,sup,main",conj,"“ 6 . mail ___tahan___ heita Rio de Janeiros ja kuus päeva hiljem Osakas Grand Prix ' etapil , pean ___valmistuma___ . ”",12656332
57205,saama,,"af,ps,sg,mod,ps3,pres,indic",0,root,hakkama,"ps,ill,mod,sup",xcomp,"Aga kes kõndida tahab , ___saab___ ___hakkama___ .",12656637
57216,saama,,"ps,aux,neg,pres,indic",1,root,tegema,"ps,ill,mod,sup",advcl,"Ma ei ___saa___ aru , miks peaks sellest nii suurt saladust ___tegema___ .",12656854
57217,saama,,"ps,mod,neg,pres,indic",1,acl,hakkama,"ps,ill,sup,main",xcomp,"Kui oled nii hea mees , et vallavalitsus sinuta ___hakkama___ ei ___saa___ , siis põhjendage .",12656857
57220,saama,,"ps,neg,cond,main,pres",0,root,hakkama,"ps,aux,ill,sup",xcomp,"___Hakkama___ ehk ___saaks___ , aga ei usu , et ma oleks hea ärimees .",12656890
57224,saama,,"ps,aux,ill,sup",1,root,hakkama,"ps,ill,mod,sup",xcomp,"Kõik vastsena , nukuna või ka valmikuna talvituvad putukad peavad kogu talve ___hakkama___ ___saama___ vee ja toiduta .",12656981
57288,julgema,,"af,ps,sg,ps2,main,pres,imper",1,parataxis,kukkuma,"ps,ill,mod,sup",conj,"Renault-uunikum kihutab kiirteel 60kilomeetrise tunnikiirusega - rohkemat ei ___julge___ juht temast välja võtta , klaasid pidavat suurema kiiruse peal raamist välja ___kukkuma___ .",12670623
57316,saama,,"af,ps,sg,mod,ps3,pres,indic",0,ccomp,hakkama,"ps,ill,sup,main",xcomp,"Sarnast pakkumist pole ma treenerilt varem saanud , aga usun , et klubi juhatus ___saab___ raha leidmisega ise ___hakkama___ , märkis ta .",12717097
57319,jõudma,,"af,pl,ps,aux,ps3,impf,indic",0,root,juhtima,"ps,aux,ill,sup",xcomp,Viimasest õlekõrrest haaranud tartlased ___jõudsid___ Veiko Lemberi ja Marek Pihlaku löökidest 25 : 24 ___juhtima___ .,12717236
